Timer;Accel1X;Accel1Y;Accel1Z;Gyro1X;Gyro1Y;Gyro1Z;Accel2X;Accel2Y;Accel2Z;Gyro2X;Gyro2Y;Gyro2Z;Latitude;Longitude;Altitude;Vitesse;Orientation;Satellites;HDOP;
621110;18824;2264;-356;-12058;-186;927;14612;-1208;32767;28;384;35;;;;;;;;
623172;18908;2092;-320;-12060;-164;842;14752;-1184;32767;38;390;14;;;;;;;;
625197;18912;2156;-368;-12159;-185;861;14708;-1176;32767;38;387;21;;;;;;;;
627218;18876;2464;-208;-12102;-191;930;14712;-1256;32767;16;396;38;;;;;;;;
629961;18852;2340;-436;-12107;-174;863;14704;-1360;32767;43;384;27;;;;;;;;
631983;18904;2240;-304;-12123;-186;871;14708;-1248;32767;38;398;39;;;;;;;;
634003;19016;2104;-288;-12161;-171;917;14732;-1224;32767;27;377;28;;;;;;;;
636182;18928;2200;-300;-12016;-145;955;14676;-1200;32767;19;418;24;;;;;;;;
638202;18848;2168;-476;-11973;-151;967;14708;-1244;32767;40;389;22;;;;;;;;
640227;18836;2320;-312;-12044;-201;974;14736;-1248;32767;15;369;30;;;;;;;;
642359;18796;2036;-276;-12198;-148;837;14764;-1248;32767;22;405;30;;;;;;;;
644379;18880;2112;-276;-11928;-174;916;14760;-1240;32767;56;369;33;;;;;;;;
646400;18988;2212;-336;-12148;-170;913;14744;-1244;32767;21;388;46;;;;;;;;
648880;18808;2140;-296;-12120;-178;828;14456;-1300;32767;54;404;31;;;;;;;;
650902;18768;2132;-356;-12130;-183;910;14772;-1228;32767;55;391;34;;;;;;;;
652922;18944;2316;-276;-11989;-175;960;14708;-1236;32767;38;410;13;;;;;;;;
655060;18860;2148;-256;-12146;-161;949;14712;-1228;32767;29;398;35;;;;;;;;
657082;18852;1752;-360;-11966;-177;913;14724;-1332;32767;31;395;37;;;;;;;;
659102;18888;2408;-244;-12118;-179;843;14740;-1284;32767;54;398;36;;;;;;;;
661567;18832;2184;-296;-12122;-190;821;14788;-1184;32767;48;406;32;;;;;;;;
663589;18796;2292;-424;-12074;-166;982;14672;-1200;32767;43;373;25;;;;;;;;
665613;18832;2252;-336;-12195;-149;1014;14716;-1316;32767;20;398;39;;;;;;;;
667787;18888;2164;-284;-12047;-182;887;14716;-1288;32767;46;404;31;;;;;;;;
669812;18904;2392;-268;-12126;-152;939;14740;-1236;32767;37;397;17;;;;;;;;
671833;18900;2028;-264;-12177;-171;895;14688;-1200;32767;29;400;41;;;;;;;;
673977;18860;2300;-372;-12025;-182;885;14728;-1252;32767;43;383;35;;;;;;;;
675999;18948;1940;-260;-12164;-186;854;14748;-1264;32767;15;396;47;;;;;;;;
678019;18808;2316;-316;-12149;-169;942;14664;-1192;32767;46;392;18;;;;;;;;
680154;18880;2480;-220;-11996;-152;873;14784;-1268;32767;45;390;38;;;;;;;;
682191;18904;2200;-308;-12045;-163;907;14716;-1244;32767;26;393;30;;;;;;;;
684213;18956;2396;-296;-12130;-176;937;14740;-1288;32767;52;409;39;;;;;;;;
687072;18984;2476;-340;-11964;-196;852;14736;-1272;32767;27;380;44;;;;;;;;
689092;18884;2096;-336;-12072;-171;873;14736;-1240;32767;12;393;39;;;;;;;;
691113;18824;2340;-408;-12010;-193;844;14644;-1252;32767;51;393;24;;;;;;;;
693378;18876;2384;-308;-12062;-183;864;14740;-1268;32767;45;409;17;;;;;;;;
695400;19024;2140;-272;-11994;-170;870;14716;-1256;32767;31;386;53;;;;;;;;
697425;18836;1944;-232;-12032;-172;936;14740;-1268;32767;39;404;30;;;;;;;;
699695;18924;2352;-460;-12194;-178;992;14716;-1232;32767;36;387;47;;;;;;;;
701717;18832;2484;-316;-12030;-185;855;14748;-1244;32767;41;401;39;;;;;;;;
703737;18832;2332;-176;-12210;-157;902;14692;-1304;32767;29;402;44;;;;;;;;
705994;18872;2104;-316;-12026;-178;960;14668;-1192;32767;41;379;48;;;;;;;;
708014;18908;1948;-348;-12130;-157;932;14676;-1184;32767;47;376;19;;;;;;;;
710035;18940;2352;-304;-12125;-174;899;14752;-1260;32767;31;418;46;;;;;;;;
712465;18804;2328;-308;-12056;-163;976;14720;-1236;32767;43;390;40;;;;;;;;
714485;18816;2136;-304;-12067;-177;1034;14776;-1244;32767;35;386;29;;;;;;;;
716506;18820;2068;-288;-12025;-171;896;14764;-1240;32767;36;385;5;;;;;;;;
718684;18900;1928;-268;-12117;-143;973;14728;-1280;32767;30;402;29;;;;;;;;
720706;18812;2252;-272;-12086;-168;969;14680;-1244;32767;43;415;15;;;;;;;;
722726;18872;2020;-364;-12122;-162;932;14744;-1252;32767;43;388;37;;;;;;;;
724873;18796;2096;-88;-11957;-165;928;14716;-1228;32767;40;399;31;;;;;;;;
726898;18892;2336;-496;-12118;-150;924;14784;-1276;32767;36;409;6;;;;;;;;
728918;18916;2096;-292;-12044;-176;893;14684;-1268;32767;46;399;42;;;;;;;;
730990;18828;2024;-432;-11973;-172;904;14672;-1276;32767;41;389;30;;;;;;;;
733010;18860;1932;-428;-12035;-188;918;14728;-1264;32767;35;395;35;;;;;;;;
735032;18784;2364;-164;-12149;-168;998;14680;-1244;32767;29;401;24;;;;;;;;
737085;18932;2260;-240;-12037;-149;916;14692;-1328;32767;21;405;61;;;;;;;;
739110;18792;2252;-228;-12156;-158;950;14780;-1256;32767;29;406;75;;;;;;;;
741131;18864;2120;-292;-12071;-185;936;14704;-1180;32767;49;385;43;;;;;;;;
743586;18972;2264;-520;-12226;-161;906;14764;-1240;32767;33;405;21;;;;;;;;
745608;18820;2080;-292;-12052;-165;902;14720;-1248;32767;39;404;21;;;;;;;;
747628;18752;2300;-280;-12169;-189;895;14684;-1268;32767;32;396;40;;;;;;;;
749778;18900;2296;-280;-12090;-161;844;14768;-1212;32767;15;368;35;;;;;;;;
751798;18864;2100;-316;-12072;-158;910;14712;-1240;32767;56;386;62;;;;;;;;
753823;18956;1904;-144;-12098;-186;915;14724;-1296;32767;46;408;22;;;;;;;;
756503;18932;2556;-332;-11975;-154;902;14788;-1252;32767;37;405;48;;;;;;;;
758523;18900;2144;-320;-12105;-173;960;14696;-1276;32767;28;413;24;;;;;;;;
760544;18936;1860;-212;-12094;-189;954;14744;-1268;32767;38;390;16;;;;;;;;
762681;18912;2304;-264;-12183;-178;935;14688;-1300;32767;47;385;18;;;;;;;;
764716;18956;2268;-440;-12096;-142;828;14752;-1220;32767;29;424;45;;;;;;;;
766736;18880;2188;-404;-12158;-169;907;14712;-1228;32767;38;409;12;;;;;;;;
769197;18876;2352;-344;-12198;-161;940;14708;-1224;32767;45;400;18;;;;;;;;
771219;18888;2232;-324;-12046;-172;918;14736;-1256;32767;22;390;46;;;;;;;;
773239;18868;2004;-364;-12113;-176;825;14660;-1244;32767;34;411;21;;;;;;;;
775540;18956;2172;-312;-12148;-158;840;14656;-1256;32767;26;400;26;;;;;;;;
777560;18868;2332;-424;-12077;-171;786;14760;-1188;32767;41;395;34;;;;;;;;
779582;18736;2276;-216;-12106;-171;885;14740;-1204;32767;30;384;39;;;;;;;;
781714;18860;2296;-316;-12030;-172;850;14688;-1268;32767;30;401;11;;;;;;;;
783734;18916;2184;-308;-12064;-189;963;14740;-1252;32767;23;393;40;;;;;;;;
785754;18848;2508;-244;-12005;-181;892;14744;-1248;32767;29;398;18;;;;;;;;
787886;18808;2252;-400;-12058;-150;896;14768;-1216;32767;35;378;34;;;;;;;;
789906;18880;2012;-488;-12079;-186;839;14752;-1236;32767;32;410;29;;;;;;;;
791928;18852;2148;-384;-12075;-163;969;14664;-1248;32767;45;404;31;;;;;;;;
794273;18828;2268;-348;-12069;-160;942;14780;-1240;32767;43;397;47;;;;;;;;
796309;18908;2012;-332;-11965;-173;903;14708;-1212;32767;34;379;33;;;;;;;;
798332;18892;2076;-444;-12107;-178;826;14712;-1228;32767;50;391;38;;;;;;;;
800520;18880;2296;-460;-12084;-177;913;14732;-1272;32767;47;362;34;;;;;;;;
802541;18864;2192;-376;-12098;-174;918;14692;-1240;32767;41;409;19;;;;;;;;
804561;18820;2224;-168;-12239;-168;853;14732;-1280;32767;36;370;38;;;;;;;;
806757;18832;2204;-268;-12084;-163;876;14732;-1244;32767;20;401;15;;;;;;;;
808777;18840;2620;-320;-12188;-169;939;14680;-1212;32767;37;398;31;;;;;;;;
810802;18904;2284;-164;-12074;-150;974;14752;-1228;32767;52;399;33;;;;;;;;
812978;18920;2168;-252;-12178;-154;957;14708;-1280;32767;31;419;28;;;;;;;;
814999;18736;2280;-344;-12014;-162;939;14788;-1324;32767;37;395;35;;;;;;;;
817020;18852;2216;-292;-12112;-172;976;14752;-1228;32767;25;403;36;;;;;;;;
819204;18836;2228;-332;-11945;-136;902;14720;-1148;32767;69;443;27;;;;;;;;
821226;18864;2168;-340;-12250;-159;924;14680;-1216;32767;28;424;41;;;;;;;;
823246;18932;2292;-268;-12156;-172;857;14732;-1328;32767;24;393;26;;;;;;;;
825393;18884;2328;-368;-12125;-157;920;14672;-1244;32767;33;385;37;;;;;;;;
827415;18820;2248;-352;-12121;-168;902;14768;-1288;32767;38;409;37;;;;;;;;
829435;18868;2024;-392;-12050;-191;891;14700;-1204;32767;48;401;32;;;;;;;;
831894;18920;2032;-412;-12054;-162;964;14840;-1300;32767;35;405;35;;;;;;;;
833914;18908;1996;-176;-12159;-181;906;14704;-1320;32767;20;384;40;;;;;;;;
835935;18820;2184;-392;-12164;-167;928;14788;-1236;32767;56;394;39;;;;;;;;
838089;18768;2292;-324;-12139;-157;929;14668;-1220;32767;29;384;24;;;;;;;;
840109;18880;2380;-244;-12022;-176;982;14668;-1236;32767;48;381;33;;;;;;;;
842130;18772;2112;-284;-12151;-204;897;14704;-1264;32767;41;384;57;;;;;;;;
844588;18860;2176;-300;-12094;-182;900;14768;-1272;32767;33;406;40;;;;;;;;
846610;18840;2072;-208;-12159;-168;893;14688;-1196;32767;60;405;47;;;;;;;;
848630;18836;1792;-164;-12136;-129;911;14692;-1232;32767;40;403;31;;;;;;;;
850780;18832;2372;-304;-11995;-181;839;14696;-1248;32767;29;378;43;;;;;;;;
852805;18908;2196;-280;-12092;-161;998;14736;-1192;32767;43;391;17;;;;;;;;
854825;18840;2224;-252;-12109;-148;950;14692;-1280;32767;24;404;27;;;;;;;;
857284;18944;2268;-204;-12049;-162;863;14704;-1192;32767;25;398;35;;;;;;;;
859304;18952;2224;-400;-12043;-164;997;14720;-1276;32767;43;402;31;;;;;;;;
861326;18912;2492;-340;-12101;-168;948;14696;-1280;32767;25;403;31;;;;;;;;
863501;18912;2196;-368;-12083;-168;902;14668;-1244;32767;61;382;35;;;;;;;;
865523;18844;2256;-200;-12119;-160;844;14696;-1264;32767;25;384;32;;;;;;;;
867548;18904;2056;-368;-12029;-189;931;14664;-1252;32767;42;401;18;;;;;;;;
869723;18820;2172;-288;-12181;-175;894;14700;-1260;32767;32;400;23;;;;;;;;
871745;18880;2232;-420;-11999;-177;969;14824;-1284;32767;39;409;38;;;;;;;;
873765;18952;2136;-304;-12131;-170;929;14712;-1188;32767;31;378;35;;;;;;;;
876011;18896;2232;-464;-12090;-177;960;14668;-1176;32767;22;381;24;;;;;;;;
878031;18896;2180;-220;-12102;-166;899;14712;-1244;32767;27;397;20;;;;;;;;
880066;18916;2248;-272;-12106;-160;980;14744;-1256;32767;57;403;41;;;;;;;;
882205;18840;1940;-248;-12156;-152;955;14712;-1244;32767;56;383;25;;;;;;;;
884225;18956;2140;-448;-12082;-191;917;14760;-1228;32767;28;390;59;;;;;;;;
886247;18908;2188;-376;-12025;-149;956;14756;-1184;32767;43;371;24;;;;;;;;
888347;18880;2192;-424;-12000;-203;920;14760;-1244;32767;42;387;24;;;;;;;;
890369;18796;2180;-268;-12104;-148;918;14656;-1324;32767;31;397;29;;;;;;;;
892389;18868;2420;-244;-12011;-173;903;14700;-1300;32767;31;388;32;;;;;;;;
894565;18868;2240;-336;-12003;-159;994;14756;-1236;32767;37;427;47;;;;;;;;
896587;18956;2412;-460;-12085;-170;880;14792;-1256;32767;38;387;33;;;;;;;;
898609;18792;2580;-448;-12122;-174;891;14712;-1224;32767;45;403;41;;;;;;;;
900784;18944;2284;-120;-12058;-218;972;14640;-1220;32767;33;401;29;;;;;;;;
902804;18908;2244;-456;-12123;-163;850;14704;-1180;32767;36;369;33;;;;;;;;
904825;18840;2120;-116;-12099;-171;908;14736;-1240;32767;46;396;30;;;;;;;;
907026;18772;2192;-268;-12107;-166;1080;14752;-1148;32767;37;415;60;;;;;;;;
909064;18808;2096;-284;-12154;-174;924;14744;-1236;32767;52;375;61;;;;;;;;
911087;18812;2124;-288;-12099;-160;942;14712;-1224;32767;45;397;4;;;;;;;;
913259;18884;2196;-284;-12195;-182;964;14652;-1228;32767;27;392;38;;;;;;;;
915280;18924;2048;-404;-12146;-170;881;14700;-1232;32767;32;395;31;;;;;;;;
917300;18788;1900;-176;-12114;-179;905;14736;-1272;32767;29;392;22;;;;;;;;
919473;18936;2108;-260;-12065;-185;923;14688;-1224;32767;31;399;37;;;;;;;;
921493;18880;2232;-236;-12172;-181;948;14700;-1256;32767;28;389;41;;;;;;;;
923518;18900;2196;-268;-12067;-160;808;14800;-1268;32767;40;411;43;;;;;;;;
925811;18964;2124;-460;-12082;-158;869;14680;-1260;32767;34;377;25;;;;;;;;
927831;18820;2324;-348;-12036;-171;911;14696;-1224;32767;32;393;27;;;;;;;;
929852;18880;2308;-252;-12201;-160;930;14732;-1268;32767;41;406;50;;;;;;;;
931988;18900;2180;-244;-12034;-187;934;14772;-1252;32767;54;410;46;;;;;;;;
934010;18904;2508;-312;-12072;-164;875;14716;-1180;32767;29;373;21;;;;;;;;
936030;18960;1972;-408;-12128;-176;848;14692;-1192;32767;47;403;37;;;;;;;;
938158;18908;2096;-464;-12072;-160;1036;14776;-1308;32767;45;403;36;;;;;;;;
940180;18956;2260;-324;-12016;-177;950;14704;-1288;32767;49;403;46;;;;;;;;
942200;18836;2100;-396;-12055;-172;927;14748;-1240;32767;52;401;50;;;;;;;;
944373;18840;2360;-288;-12065;-155;896;14772;-1160;32767;24;370;35;;;;;;;;
946393;18860;2496;-280;-12145;-167;918;14724;-1256;32767;24;375;49;;;;;;;;
948414;18620;2088;-236;-12086;-202;900;14476;-1236;32767;25;409;39;;;;;;;;
950601;18916;1896;-296;-12144;-174;865;14656;-1232;32767;46;388;29;;;;;;;;
952621;18820;2176;-436;-12226;-156;830;14808;-1240;32767;40;396;36;;;;;;;;
