Timer;Accel1X;Accel1Y;Accel1Z;Gyro1X;Gyro1Y;Gyro1Z;Accel2X;Accel2Y;Accel2Z;Gyro2X;Gyro2Y;Gyro2Z;Flexion;Latitude;Longitude;Altitude;Vitesse;Orientation;Satellites;HDOP;
604088;18812;2300;-240;-12004;-164;972;14436;-356;32767;56;385;27;0;;;;;;;;
606113;18984;2168;-352;-11999;-184;875;14320;-364;32767;59;392;36;0;;;;;;;;
608138;18912;1996;-476;-11993;-151;862;14412;-432;32767;55;391;36;0;;;;;;;;
610574;18844;2280;-268;-12038;-182;952;14380;-396;32767;66;386;37;0;;;;;;;;
612599;18792;2356;-520;-12040;-171;807;14388;-404;32767;56;394;38;0;;;;;;;;
614624;18884;2120;-416;-12116;-165;988;14340;-432;32767;54;400;37;0;;;;;;;;
617383;18872;2308;-464;-12119;-170;940;14404;-404;32767;59;392;21;0;;;;;;;;
619408;18872;2112;-236;-12116;-192;935;14400;-432;32767;70;382;36;0;;;;;;;;
621432;18880;2504;-304;-12116;-163;776;14340;-404;32767;44;378;13;0;;;;;;;;
623777;18908;2008;-428;-11982;-172;914;14368;-372;32767;72;392;21;0;;;;;;;;
625805;18860;2228;-380;-12058;-164;921;14380;-420;32767;53;399;35;0;;;;;;;;
627830;18812;1988;-408;-12028;-171;928;14324;-392;32767;46;395;30;0;;;;;;;;
630104;19024;2320;-284;-12039;-177;894;14308;-408;32767;64;392;13;0;;;;;;;;
632129;18872;2492;-400;-11986;-155;980;14392;-424;32767;58;402;19;0;;;;;;;;
634154;18948;2072;-376;-12017;-184;841;14388;-352;32767;45;387;34;0;;;;;;;;
636600;18820;2368;-292;-12148;-173;839;14356;-416;32767;36;396;3;0;;;;;;;;
638625;18964;2112;-392;-11972;-187;909;14316;-384;32767;46;394;31;0;;;;;;;;
640655;18884;2468;-232;-11975;-167;1006;14340;-404;32767;53;380;29;0;;;;;;;;
643093;19008;1996;-216;-12061;-176;882;14384;-464;32767;37;377;35;0;;;;;;;;
645131;18836;2232;-292;-12149;-169;827;14332;-404;32767;55;376;0;0;;;;;;;;
647156;18948;2144;-400;-11987;-174;883;14288;-392;32767;50;367;15;0;;;;;;;;
649780;18812;2392;-256;-12031;-164;889;14332;-416;32767;54;379;40;0;;;;;;;;
651805;18820;2380;-368;-12042;-175;906;14356;-376;32767;58;385;50;0;;;;;;;;
653833;18892;2200;-388;-12018;-170;835;14348;-396;32767;62;366;37;0;;;;;;;;
656370;18952;2208;-452;-12196;-167;844;14356;-416;32767;43;407;31;0;;;;;;;;
658395;18880;2232;-344;-12099;-169;848;14332;-432;32767;39;382;3;0;;;;;;;;
660420;18896;2312;-220;-12078;-178;951;14348;-408;32767;61;390;38;0;;;;;;;;
662680;18852;2176;-392;-12107;-176;901;14384;-392;32767;45;382;45;0;;;;;;;;
664705;18908;1956;-252;-11939;-184;979;14328;-376;32767;59;403;27;0;;;;;;;;
666731;18820;2336;-316;-12007;-177;836;14344;-412;32767;47;367;35;0;;;;;;;;
669297;18916;2748;-424;-11987;-158;806;14380;-372;32767;63;399;4;0;;;;;;;;
671323;18992;2184;-272;-12171;-183;906;14420;-428;32767;62;378;33;0;;;;;;;;
673348;18876;2180;-468;-11970;-176;842;14296;-436;32767;62;390;29;0;;;;;;;;
675772;18880;2128;-412;-12036;-165;901;14340;-444;32767;59;419;20;0;;;;;;;;
677797;18900;2384;-284;-12160;-147;913;14324;-420;32767;52;408;18;0;;;;;;;;
679822;18896;2476;-372;-12018;-167;1012;14336;-344;32767;33;404;45;0;;;;;;;;
682094;18880;2188;-356;-12122;-145;918;14356;-452;32767;52;387;32;0;;;;;;;;
684122;18880;2416;-464;-12005;-175;991;14324;-388;32767;61;393;40;0;;;;;;;;
686147;18876;2200;-300;-12109;-186;970;14356;-436;32767;73;391;32;0;;;;;;;;
688503;18900;2268;-304;-12073;-148;905;14396;-400;32767;44;392;22;0;;;;;;;;
690528;18784;2076;-268;-12035;-187;949;14332;-360;32767;64;403;50;0;;;;;;;;
692553;18884;2176;-308;-12080;-176;867;14292;-400;32767;56;388;7;0;;;;;;;;
694999;18820;2084;-284;-12034;-152;900;14332;-356;32767;55;395;18;0;;;;;;;;
697029;18752;2100;-280;-12039;-194;919;14332;-412;32767;49;404;43;0;;;;;;;;
699054;18792;2240;-476;-12030;-164;868;14360;-396;32767;41;377;21;0;;;;;;;;
701480;18816;2288;-440;-12053;-155;876;14404;-380;32767;49;389;36;0;;;;;;;;
703505;18860;2412;-460;-12115;-130;976;14384;-320;32767;58;405;22;0;;;;;;;;
705530;18900;2032;-240;-11976;-178;849;14344;-376;32767;48;403;18;0;;;;;;;;
708176;18864;2272;-284;-12000;-172;831;14332;-392;32767;55;372;38;0;;;;;;;;
710201;18800;2120;-284;-12103;-175;941;14276;-396;32767;57;375;13;0;;;;;;;;
712229;19036;2124;-92;-13542;-248;936;14364;-384;32767;-5216;55;1234;0;;;;;;;;
714772;18920;2336;-304;-12174;-175;932;14380;-332;32767;34;408;16;0;;;;;;;;
716797;18964;2240;-404;-12137;-201;889;14376;-372;32767;39;388;30;0;;;;;;;;
718822;18868;2292;-376;-12198;-167;929;14356;-452;32767;55;407;25;0;;;;;;;;
721007;18792;2272;-332;-12012;-159;951;14420;-388;32767;45;363;41;0;;;;;;;;
723032;18888;2172;-392;-12011;-196;847;14356;-412;32767;49;409;30;0;;;;;;;;
725057;18836;2304;-532;-12011;-167;871;14336;-396;32767;46;378;4;0;;;;;;;;
727924;18940;2460;-216;-12092;-177;862;14372;-408;32767;57;386;11;0;;;;;;;;
729949;18944;2084;-244;-12076;-178;970;14352;-412;32767;39;414;39;0;;;;;;;;
731974;18956;1816;-320;-12071;-165;834;14348;-392;32767;65;389;41;0;;;;;;;;
734276;18948;2292;-316;-12116;-176;885;14340;-392;32767;46;390;35;0;;;;;;;;
736301;18852;2312;-376;-12229;-156;831;14324;-364;32767;71;397;37;0;;;;;;;;
738326;18916;2292;-276;-12017;-174;909;14336;-436;32767;45;398;18;0;;;;;;;;
740704;18884;2260;-276;-12192;-187;923;14356;-444;32767;60;392;11;0;;;;;;;;
742729;18932;2028;48;-11443;-207;873;14428;-672;32767;2420;505;-575;0;;;;;;;;
744754;20016;1684;-540;-8864;2117;887;13208;-1136;32767;12035;3601;-2403;0;;;;;;;;
747222;18172;4928;-1480;-13583;5049;863;13020;2356;32767;-5939;5583;-1304;0;;;;;;;;
749247;18200;3456;4276;-12262;2093;825;14404;732;32767;-672;2663;-36;0;;;;;;;;
751272;18888;2608;2780;-11878;-934;1084;14976;244;32767;600;-334;539;0;;;;;;;;
753968;13352;428;2028;-13225;4506;993;8592;-2400;32767;-3897;5085;2696;0;;;;;;;;
755998;22624;2388;724;-11573;510;819;18244;116;32767;1550;1158;-1569;0;;;;;;;;
758023;15440;-564;1896;-13268;493;884;11240;-3416;32767;-3994;928;1873;0;;;;;;;;
760187;18596;3200;-3648;-12472;4317;899;13864;340;32767;-1761;4980;-617;0;;;;;;;;
762212;15568;1660;2760;-12332;-1818;823;12184;-912;32767;-906;-1163;-1214;0;;;;;;;;
764237;21316;1940;1328;-11177;-1031;797;17080;-268;32767;2640;-742;-3647;0;;;;;;;;
766574;16360;1920;1404;-11859;169;946;11916;-624;32767;935;658;339;0;;;;;;;;
768615;20432;2448;-2128;-11474;503;774;16156;8;32767;1686;1203;-2979;0;;;;;;;;
770640;22252;828;568;-11333;-3963;815;18056;-1584;32767;2762;-3441;-1374;0;;;;;;;;
772985;15560;2976;-448;-12206;-32;954;11092;116;32767;-331;825;2103;0;;;;;;;;
775010;17468;1548;820;-12774;1026;980;13248;-1240;32767;-1917;1827;1860;0;;;;;;;;
777035;19560;5832;1804;-13175;1890;599;15596;3212;32767;-5036;2035;-3834;0;;;;;;;;
779202;19656;1216;584;-14431;-2201;1058;15144;-1240;32767;-8708;-2170;3545;0;;;;;;;;
781243;22940;844;4004;-10988;-3712;846;19376;-1392;32767;4074;-3319;-1296;0;;;;;;;;
783270;24128;2768;-1580;-12239;6989;894;20012;548;32767;-1001;8220;-78;0;;;;;;;;
785709;14812;2184;216;-10492;4697;1022;10568;-660;32767;5954;5383;1461;0;;;;;;;;
787734;18116;476;1376;-11983;-1586;796;13780;-2096;32767;17;-768;-532;0;;;;;;;;
789759;18144;1940;1696;-14600;-2350;839;13808;-532;32767;-9733;-2137;299;0;48.845177;2.356792;87;5;19;5;219;
791945;20240;-464;1244;-12774;-2888;964;16328;-2928;32767;-2661;-2548;1327;0;48.845177;2.356792;87;5;19;5;219;
793986;19020;1816;1324;-12231;-1649;817;14636;-704;32767;-304;-1122;-34;0;48.845177;2.356792;87;5;19;5;219;
796024;18680;508;192;-12872;-751;931;14124;-1892;32767;-3691;-411;-302;0;48.845253;2.356894;73;1;19;5;219;
798307;19332;2924;-780;-12535;766;990;14692;216;32767;-2128;1222;692;0;48.845253;2.356894;73;1;19;5;219;
800340;19292;2564;140;-11812;-307;910;14960;-160;32767;1124;324;255;0;48.845253;2.356894;73;1;19;5;219;
802373;19312;1668;-52;-12060;24;872;14948;-864;32767;-314;595;220;0;48.845341;2.356851;56;2;264;5;219;
805027;18872;1712;1124;-11452;627;991;14896;-1020;32767;2720;1317;1210;0;48.845341;2.356851;56;2;264;5;219;
807061;18568;448;-508;-12488;472;895;14072;-2108;32767;-2096;960;779;0;48.845341;2.356851;56;2;264;5;219;
809094;19236;1688;-20;-11589;-69;761;14996;-1028;32767;1264;489;-495;0;48.845306;2.356882;54;0;0;5;219;
811328;21820;1100;1080;-11598;-2447;894;18240;-1104;32767;1541;-1909;335;2;48.845306;2.356882;54;0;0;5;219;
813365;19036;152;2572;-13983;-1020;847;15084;-2584;32767;-7536;-710;586;0;48.845306;2.356882;54;0;0;5;219;
815398;19308;1488;1276;-12591;-372;937;15124;-1060;32767;-2055;95;1142;2;48.845295;2.356873;64;3;222;6;173;
818024;18492;-348;780;-11710;-182;939;14060;-2972;32767;473;395;297;0;48.845295;2.356873;64;3;222;6;173;
820057;17808;272;1052;-11673;-745;864;13584;-2656;32767;1205;-162;30;0;48.845295;2.356873;64;3;222;6;173;
822090;18980;1780;1980;-11807;769;952;14892;-752;32767;619;1448;200;0;48.845291;2.356874;65;3;175;6;658;
824820;20220;3108;1212;-10131;-4215;846;16244;672;32767;6866;-3632;-3000;3;48.845291;2.356874;65;3;175;6;658;
826854;18436;2172;108;-11762;-1288;955;13908;-500;32767;1059;-702;1495;0;48.845291;2.356874;65;3;175;6;658;
828887;21000;-288;2736;-10323;2643;1085;16452;-2940;32767;6185;3731;2325;2;48.845276;2.357001;66;0;175;7;157;
832046;13924;3760;2952;-12126;1986;1039;9564;932;32767;-679;2615;2095;0;48.845276;2.357001;66;0;175;7;157;
834079;19200;1632;-2420;-10619;9666;994;14932;-884;32767;5410;10781;2155;0;48.845276;2.357001;66;0;175;7;157;
836116;19016;588;-660;-11082;-874;942;14244;-1732;32767;3084;-246;-8;14;48.845276;2.356999;66;6;299;7;157;
838316;14528;1848;-1472;-12961;1110;914;10140;-720;32767;-3794;2448;602;12;48.845276;2.356999;66;6;299;7;157;
840349;12016;1612;-1176;-12039;5745;679;8144;-1160;32767;-1179;6823;-3624;2;48.845276;2.356999;66;6;299;7;157;
842382;16288;1436;2816;-12294;1225;1072;12072;-1068;32767;-901;2178;4343;1;48.845287;2.357065;70;6;102;7;157;
844623;16592;-1860;1840;-14329;1356;1028;12128;-4520;32767;-8793;1721;3646;9;48.845287;2.357065;70;6;102;7;157;
846656;15744;288;1340;-12647;3167;731;12040;-2404;32767;-2927;3929;-1836;11;48.845287;2.357065;70;6;102;7;157;
848689;18828;2544;1848;-11171;5263;460;15184;-20;32767;1291;5728;-5629;14;48.845276;2.357095;25;0;102;7;158;
851038;20816;244;3240;-11614;-3920;444;16276;-2096;32767;537;-3659;-5117;7;48.845276;2.357095;25;0;102;7;158;
853071;22140;3292;1028;-8798;20902;1026;19924;868;32767;11460;21502;841;10;48.845276;2.357095;25;0;102;7;158;
855107;15316;1768;1660;-9360;847;813;10580;-1092;32767;9061;1451;-3899;11;48.845337;2.357058;67;4;7;7;198;
857822;16588;352;876;-11764;-5970;936;11936;-2396;32767;1031;-5162;482;4;48.845337;2.357058;67;4;7;7;198;
859855;20180;1024;-964;-13108;1730;872;15628;-1824;32767;-4358;1569;1813;17;48.845337;2.357058;67;4;7;7;198;
861889;20972;4204;1948;-12399;-7248;973;16228;1000;32767;-1391;-8894;717;43;48.845341;2.357066;61;2;7;7;158;
864049;19624;4932;644;-11151;9907;616;15952;2288;32767;2302;10461;-3108;35;48.845341;2.357066;61;2;7;7;158;
866099;16128;2324;-988;-13124;1590;949;11680;-180;32767;-4286;2744;2547;59;48.845341;2.357066;61;2;7;7;158;
868134;27996;3424;10036;-12105;444;1156;26312;1700;32767;-20;587;4457;0;48.845356;2.357188;62;8;95;7;158;
870588;25444;676;968;-12864;-3636;1042;21208;-1440;32767;-3277;-4137;4099;4;48.845356;2.357188;62;8;95;7;158;
872622;23844;1408;-824;-12059;-265;714;20108;-904;32767;-1199;211;-2233;15;48.845356;2.357188;62;8;95;7;158;
874658;24232;3420;-3144;-11990;2556;1222;18968;1184;32767;315;3068;6278;25;;;;;;;;
877194;21316;-632;-1592;-11986;-982;662;16648;-3100;32767;-12;-914;-2267;0;;;;;;;;
879217;15492;-804;2364;-13868;467;653;11092;-3392;32767;-8348;550;-2581;1;;;;;;;;
881239;19776;64;-2188;-14685;-528;740;15376;-2612;32767;-10795;-324;1235;15;48.845421;2.357386;66;7;76;5;211;
883541;19316;728;1536;-12092;-1385;840;15164;-1724;32767;-1165;-880;-92;12;48.845421;2.357386;66;7;76;5;211;
885587;18976;-280;936;-12446;-1576;618;14972;-2940;32767;-2415;-1214;-1364;14;48.845421;2.357386;66;7;76;5;211;
887625;21984;1448;1388;-10966;-6011;1200;17108;-964;32767;4608;-5338;3654;5;48.845596;2.357581;82;4;338;5;650;
890675;19096;-992;-988;-8887;-6252;1011;13976;-3512;32767;11427;-4600;-496;23;48.845596;2.357581;82;4;338;5;650;
892709;19016;-200;-492;-9404;3822;766;14048;-3060;32767;8791;4611;-2670;0;48.845596;2.357581;82;4;338;5;650;
894742;21648;-2956;1100;-11797;349;797;17332;-5320;32767;-137;1223;-143;22;48.845596;2.357578;82;3;344;5;650;
896920;15660;820;-3544;-11775;-183;909;10660;-2276;32767;151;1055;-1127;2;48.845596;2.357578;82;3;344;5;650;
898953;15988;-288;-1184;-10905;3522;669;10576;-3128;32767;3432;4089;-1424;33;48.845596;2.357578;82;3;344;5;650;
900987;17768;2108;-1180;-14103;-4578;945;13732;-660;32767;-7713;-3425;3152;21;48.845612;2.357398;78;2;343;7;160;
903215;18816;-2060;-532;-13070;8044;940;14132;-4528;32767;-4910;8633;2135;16;48.845612;2.357398;78;2;343;7;160;
905249;19884;-1420;848;-12269;-5850;869;15068;-4260;32767;-1540;-5522;-1022;16;48.845612;2.357398;78;2;343;7;160;
907287;20400;860;2776;-11707;-3996;750;17176;-1704;32767;79;-3368;-1583;0;48.845657;2.357506;79;7;43;7;160;
909517;21928;-556;568;-10956;1768;843;18028;-2908;32767;2606;2246;-1774;10;48.845657;2.357506;79;7;43;7;160;
911551;21224;384;-772;-11343;-760;1040;16404;-2208;32767;2425;-76;1339;9;48.845657;2.357506;79;7;43;7;160;
913585;19592;-2524;3688;-12953;-8027;709;16464;-4636;32767;-4486;-7834;-884;2;48.845703;2.357605;93;3;76;7;161;
916733;22452;920;-4132;-12061;-372;513;17936;-1092;32767;-1731;521;-4083;21;48.845703;2.357605;93;3;76;7;161;
918767;18468;-328;-284;-12762;-8247;900;14324;-2908;32767;-3345;-8220;-233;7;48.845703;2.357605;93;3;76;7;161;
920800;15420;-1616;-764;-12055;-7064;1055;10364;-4416;32767;404;-6543;2531;14;48.845772;2.357712;95;5;32;7;161;
923435;21016;652;-2984;-11803;-2569;778;15864;-1948;32767;-211;-2075;-1161;22;48.845772;2.357712;95;5;32;7;161;
925468;21740;1344;-472;-12812;-3171;1293;17644;-1084;32767;-1982;-2702;6304;0;48.845772;2.357712;95;5;32;7;161;
927506;16748;852;-60;-13303;-5364;1084;12352;-1900;32767;-4597;-4877;2359;0;48.845814;2.357763;96;4;19;7;161;
929815;21800;-1480;-1556;-11754;-4179;848;17248;-4032;32767;948;-3881;-1269;0;48.845814;2.357763;96;4;19;7;161;
931849;20228;-3560;2724;-10301;1207;945;15592;-6164;32767;5779;1658;-11;16;48.845814;2.357763;96;4;19;7;161;
933882;21432;508;204;-11205;665;833;17184;-1900;32767;2390;1427;-1564;14;48.845814;2.357766;96;3;353;7;161;
936057;21528;-76;-404;-10706;3462;813;17492;-2524;32767;4170;4070;-736;21;48.845814;2.357766;96;3;353;7;161;
938093;21392;2144;-1568;-11979;2187;603;17668;-528;32767;-995;2744;-3712;24;48.845814;2.357766;96;3;353;7;161;
940126;19404;1096;1120;-11470;3221;660;15344;-1636;32767;439;3564;-2806;25;48.845860;2.357786;96;3;13;7;161;
942516;16712;-384;1576;-11806;-1804;907;12840;-3104;32767;76;-1151;129;18;48.845860;2.357786;96;3;13;7;161;
944550;17968;476;-816;-11637;3716;774;13592;-2252;32767;442;4382;-1339;13;48.845860;2.357786;96;3;13;7;161;
946599;21464;528;-1332;-11754;-9284;889;16936;-2228;32767;600;-8918;-75;16;48.845898;2.357898;110;5;44;8;169;
948934;16940;-1496;2420;-11574;825;745;12840;-4124;32767;432;1307;-1502;42;48.845898;2.357898;110;5;44;8;169;
950967;17808;-1548;-1276;-12107;163;870;13204;-4416;32767;-1421;800;-172;24;48.845898;2.357898;110;5;44;8;169;
953001;18660;1328;2508;-12701;-115;756;14840;-1084;32767;-3110;73;-360;29;48.845898;2.357898;110;3;126;8;158;
955337;19228;-1136;1144;-10958;440;772;15236;-3612;32767;3035;994;-1358;28;48.845898;2.357898;110;3;126;8;158;
957373;16444;-396;112;-10694;-1942;882;11900;-3376;32767;3846;-916;-913;17;48.845898;2.357898;110;3;126;8;158;
959406;16052;-1856;904;-13929;-3120;798;11140;-4564;32767;-8279;-2638;257;25;48.845921;2.357980;114;0;7;8;195;
962236;18464;72;-424;-11801;370;914;13956;-2692;32767;510;899;288;24;48.845921;2.357980;114;0;7;8;195;
964269;18716;260;-204;-11746;-246;829;14356;-2536;32767;9;255;-623;15;48.845921;2.357980;114;0;7;8;195;
966302;18704;200;-204;-11956;-233;831;14068;-2388;32767;-535;270;-2;29;48.845909;2.357956;110;0;332;8;163;
968734;18368;-328;804;-11677;-576;921;14032;-2812;32767;584;-98;-53;22;48.845909;2.357956;110;0;332;8;163;
970767;19408;752;840;-11949;460;702;15600;-2072;32767;-551;941;-833;0;48.845909;2.357956;110;0;332;8;163;
972800;19196;588;576;-11687;-574;854;14956;-1932;32767;429;-189;200;22;48.845909;2.357955;108;0;332;8;204;
975330;19188;668;936;-11849;-247;827;15172;-1972;32767;-40;265;-281;27;48.845909;2.357955;108;0;332;8;204;
977366;19268;1132;176;-11757;692;931;14972;-1588;32767;36;1196;373;39;48.845909;2.357955;108;0;332;8;204;
979399;18256;260;1036;-11859;144;838;14004;-2360;32767;-298;670;-167;12;48.845886;2.357902;82;0;332;9;166;
981835;19480;1080;388;-11926;16;827;15240;-1440;32767;-317;464;179;23;48.845886;2.357902;82;0;332;9;166;
983868;18456;148;968;-11841;-275;757;14384;-2432;32767;-394;255;-835;31;48.845886;2.357902;82;0;332;9;166;
985901;19000;808;1288;-11711;545;964;15000;-1828;32767;327;983;567;26;48.845886;2.357901;82;0;332;9;166;
988247;18832;508;1196;-11829;-408;760;14616;-2344;32767;62;103;-292;19;48.845886;2.357901;82;0;332;9;166;
990280;18660;-36;2112;-11772;-114;1009;14688;-2712;32767;593;423;1765;34;48.845886;2.357901;82;0;332;9;166;
992313;18548;432;776;-11616;-2;873;14284;-2204;32767;547;516;-102;27;48.845871;2.357836;55;0;332;12;92;
994753;18884;308;1904;-11972;-357;756;14688;-2128;32767;-488;162;-227;14;48.845871;2.357836;55;0;332;12;92;
996786;18400;408;1144;-11737;-695;851;14192;-2380;32767;625;-175;-309;32;48.845871;2.357836;55;0;332;12;92;
998823;18704;792;1508;-11777;-97;867;14580;-1660;32767;443;427;494;114;48.845871;2.357834;52;0;332;12;89;
1001063;19852;-432;3648;-11554;-3008;974;16412;-3088;32767;1270;-2710;546;39;48.845871;2.357834;52;0;332;12;89;
1003109;19304;36;-868;-11835;-3461;553;14852;-2444;32767;-200;-2615;-2796;27;48.845871;2.357834;52;0;332;12;89;
1005143;20732;44;1080;-11775;-790;992;16840;-2688;32767;412;-364;1518;0;48.845871;2.357834;52;0;332;12;89;
1007549;18840;-244;784;-11913;-1093;903;14752;-2884;32767;20;-598;386;28;48.845871;2.357834;52;0;332;12;89;
1009589;18292;-740;860;-11644;-261;822;13996;-3236;32767;252;219;-308;23;48.845871;2.357834;52;0;332;12;89;
1011622;18156;-940;1452;-11766;466;805;13952;-3524;32767;498;889;-194;2;48.845871;2.357834;51;0;100;12;89;
1013954;18884;-304;1228;-11839;-60;803;14764;-2984;32767;58;471;-292;24;48.845871;2.357834;51;0;100;12;89;
1015987;18644;-472;896;-12028;-309;881;14260;-3072;32767;-194;158;120;0;48.845871;2.357834;51;0;100;12;89;
1018023;18632;-436;452;-11819;-150;907;14388;-2892;32767;26;399;29;0;48.845867;2.357836;49;0;100;12;89;
1020953;18680;40;684;-11812;-366;818;14356;-2808;32767;-103;87;-43;21;48.845867;2.357836;49;0;100;12;89;
1022986;18692;-160;416;-11868;16;978;14380;-2564;32767;75;517;409;0;48.845867;2.357836;49;0;100;12;89;
1025023;18920;-828;1156;-12075;-389;893;14716;-3476;32767;-301;50;617;0;48.845863;2.357842;49;0;100;12;88;
1027667;18860;460;1328;-11590;4032;974;15236;-2348;32767;972;4647;1920;0;48.845863;2.357842;49;0;100;12;88;
1029721;20488;-5040;3824;-11730;-7154;666;16856;-7868;32767;-365;-7078;-1791;0;48.845863;2.357842;49;0;100;12;88;
1031760;18652;-2424;800;-11668;2740;719;14448;-5308;32767;229;3332;-1214;0;48.845882;2.357911;49;4;49;12;88;
1034460;14564;384;732;-12600;1289;1157;9680;-2660;32767;-2731;1714;4429;0;48.845882;2.357911;49;4;49;12;88;
1036497;20416;2484;-1204;-11829;-1117;845;15760;20;32767;650;-427;911;0;48.845882;2.357911;49;4;49;12;88;
1038534;22020;1280;-3460;-13375;-1267;827;17284;-1320;32767;-5692;-558;322;0;48.845924;2.358016;49;3;64;12;102;
1041773;14980;1020;-2120;-11827;4195;1155;10116;-1844;32767;660;4971;3508;0;48.845924;2.358016;49;3;64;12;102;
1043810;16276;464;-1220;-12197;-2470;903;11704;-2260;32767;-846;-1904;189;0;48.845924;2.358016;49;3;64;12;102;
1045847;17760;-1560;192;-11554;-3380;926;13156;-4392;32767;1026;-2768;721;0;48.845928;2.358027;49;4;75;12;102;
1048090;18864;-2768;-3820;-11898;-3151;564;13500;-5244;32767;-712;-2157;-3987;0;48.845928;2.358027;49;4;75;12;102;
1050131;17964;-20;-3928;-11186;3730;426;12884;-2432;32767;1466;4562;-5851;0;48.845928;2.358027;49;4;75;12;102;
1052168;19712;-1148;1668;-11863;5520;505;16100;-3824;32767;-1238;5592;-4686;0;48.845970;2.358115;47;6;75;12;121;
1054553;19304;1892;-6080;-10355;84;613;13172;-932;32767;5268;1032;-4493;0;48.845970;2.358115;47;6;75;12;121;
1056590;23968;-692;2424;-11290;-1087;502;21068;-2840;32767;1000;-615;-3773;0;48.845970;2.358115;47;6;75;12;121;
1058627;20268;3288;-396;-11101;-582;1052;16276;644;32767;3269;-169;2279;0;48.846085;2.358277;43;4;42;12;128;
1061268;16168;-648;-524;-11861;431;796;11800;-3288;32767;-110;1126;-1199;0;48.846085;2.358277;43;4;42;12;128;
1063305;18524;-1680;52;-12209;3395;894;14392;-4264;32767;-2187;4109;844;0;48.846085;2.358277;43;4;42;12;128;
1065342;20676;-1348;-300;-12133;-3564;970;15772;-3948;32767;-1050;-3156;727;0;48.846088;2.358278;43;4;37;12;274;
1067769;21620;-2848;800;-10702;1395;834;17688;-5144;32767;4288;2049;-636;0;48.846088;2.358278;43;4;37;12;274;
1069811;19612;-3012;-460;-12182;-1307;656;15404;-5604;32767;-2291;-944;-2570;0;48.846088;2.358278;43;4;37;12;274;
1071848;19092;-920;-776;-11465;1051;787;14644;-3472;32767;977;1301;-1110;0;48.846203;2.358443;37;3;57;12;238;
1074649;21424;-540;12;-11602;667;768;16960;-3260;32767;518;1063;-1461;0;48.846203;2.358443;37;3;57;12;238;
1076686;21480;480;2484;-11722;-1414;643;17848;-2280;32767;158;-1006;-2067;0;48.846203;2.358443;37;3;57;12;238;
1078723;21292;312;3204;-11121;383;990;18004;-2112;32767;2592;765;577;0;48.846275;2.358504;38;4;27;12;155;
1081666;18272;-1276;5252;-10951;-5090;749;14304;-3928;32767;3441;-4562;-1819;0;48.846275;2.358504;38;4;27;12;155;
1083703;20644;-4144;512;-11439;-2353;980;15844;-6784;32767;1810;-1500;2051;0;48.846275;2.358504;38;4;27;12;155;
1085740;23712;-2688;1896;-11128;-3507;917;19864;-4956;32767;2747;-3018;1992;0;48.846329;2.358580;41;3;35;12;98;
1087972;19088;-1500;-632;-11861;18;513;14572;-3692;32767;-633;826;-3786;0;48.846329;2.358580;41;3;35;12;98;
1090009;20348;628;360;-11639;7916;812;16696;-2084;32767;16;8423;-494;0;48.846329;2.358580;41;3;35;12;98;
1092050;23684;-532;488;-12246;-5631;1071;19116;-2932;32767;-1328;-5283;2788;0;48.846405;2.358466;40;5;310;12;122;
1094760;17860;2076;-376;-11469;492;861;13960;-908;32767;1545;725;31;0;48.846405;2.358466;40;5;310;12;122;
1096797;13780;-944;2752;-11560;-580;681;9708;-3616;32767;909;429;-1607;0;48.846405;2.358466;40;5;310;12;122;
1098834;18120;548;-696;-11871;4916;578;14268;-1852;32767;-1188;6075;-2859;0;48.846462;2.358344;36;4;313;12;127;
1101962;19864;-1364;-1420;-11496;-4515;895;14320;-3920;32767;1082;-3860;84;0;48.846462;2.358344;36;4;313;12;127;
1103999;21404;1304;1732;-12836;463;898;17612;-1148;32767;-3535;75;1601;0;48.846462;2.358344;36;4;313;12;127;
1106036;23388;-812;2552;-12013;-3500;840;20140;-3452;32767;-443;-3552;237;0;48.846523;2.358268;36;3;304;12;130;
1108560;23368;-424;1312;-11347;-3185;684;19320;-2840;32767;1266;-2438;-2139;0;48.846523;2.358268;36;3;304;12;130;
1110597;20732;3936;-84;-11692;8474;567;17188;1328;32767;55;8823;-3964;0;48.846523;2.358268;36;3;304;12;130;
1112650;22148;1180;236;-10914;442;685;18364;-1580;32767;3158;854;-2255;0;48.846523;2.358265;36;5;308;12;127;
1114866;18800;-2868;632;-12177;-6299;955;13472;-5272;32767;-886;-5426;1230;0;48.846523;2.358265;36;5;308;12;127;
1116903;19056;-360;-736;-11760;-493;839;14488;-3220;32767;-242;-179;-731;0;48.846523;2.358265;36;5;308;12;127;
1118940;19080;-764;2396;-11564;-4771;740;15060;-3484;32767;235;-4593;-1833;0;48.846626;2.358095;35;4;301;12;110;
1122084;15756;796;2824;-9979;674;768;11588;-2332;32767;6495;1177;-2262;0;48.846626;2.358095;35;4;301;12;110;
1124134;17476;2676;-1348;-11325;1846;716;12956;-272;32767;1666;2404;-1628;0;48.846626;2.358095;35;4;301;12;110;
1126171;15800;1644;-1288;-11074;1698;695;11444;-1092;32767;2406;2610;-2136;0;48.846676;2.358004;34;5;305;12;120;
1128457;21800;2204;-1028;-12411;1950;991;17724;-552;32767;-1745;2211;2429;0;48.846676;2.358004;34;5;305;12;120;
